title,text,author
"Centre will make India a bulwark against terrorism, insurgency, Naxalism: Amit Shah","Union Minister Amit Shah assumed charge of the Ministries of Home and Cooperation on Tuesday.

“Modi 3.0 will take its efforts for India’s security to the next level and build Bharat as a bulwark against terrorism, insurgency, and naxalism,” Mr. Shah later said in a post on X.

Mr. Shah said that under the stewardship of Prime Minister Narendra Modi, he had “reassumed charge” of the Ministry and that, “MHA will remain committed to the security of the nation and its people, as it always has been”.

Mr. Shah visited the National Police Memorial earlier in the day.

“Remembering the martyrs of our police forces who laid down their lives guarding the honour of the nation and whose saga of sacrifice immortalised the fervour of patriotism forever,” he said.

Mr. Shah held the Home and Cooperation portfolios in the previous Bharatiya Janata Party (BJP)-led government at the Centre.

The two-time Member of Parliament from Gujarat has held the Cooperation portfolio since July 2021, when the new Cooperation Ministry was established.

Under the stewardship of PM Shri @narendramodi Ji, I reassumed charge of the Ministry of Home Affairs today. The MHA will remain committed to the security of the nation and its people, as it always has been. Modi 3.0 will take its efforts for India's security to the next level… pic.twitter.com/o6VWIr76VY — Amit Shah (Modi Ka Parivar) (@AmitShah) June 11, 2024 Gratitude to PM Shri @narendramodi Ji for reposing trust and reassigning me the roles of Minister of Home Affairs and Minister of Cooperation.



In Modi 3.0, the MHA will continue to accelerate and strengthen security initiatives and introduce new approaches to realize PM Modi's… — Amit Shah (Modi Ka Parivar) (@AmitShah) June 10, 2024

“We laid the foundation for the development of the cooperative sector in the last tenure. We will focus on percolating the policies to the ground level in the next five years,” Mr. Shah posted on X. The Ministry is set to initiate the implementation of a 100-day development plan for the cooperative sector, Mr. Shah said.

“We have done the policy-level work; the focus will be to take it to the grassroots level,” he added.

Sources said that more than 70 initiatives had been shortlisted for the cooperative sector in the next five years, and the focus would be on modernising cooperative banks and primary agricultural credit societies.",thehindu
Actor Darshan and murder case probe: Who is Pavithra Gowda?,"Kannada actor Darshan Thoogudeepa was sent to six-day police custody on June 11, in connection with the murder of one Renukaswamy. The victim was a fan of the actor, and was allegedly tortured and killed for allegedly harassing Pavithra Gowda, a close friend of Mr. Darshan, online.

Who is Pavithra Gowda, the woman caught in this maelstrom and co-accused in the murder case?

In the shadows until last year, Pavithra Gowda came into the spotlight after an Instagram reel of her photos with Darshan went viral on social media. The reel, posted on January 24, 2024, also featured her daughter from a previous marriage. In it, Pavithra indicated celebrating “10 years of relationship” with the ‘Challenging Star.’

The social media post led to Darshan’s wife Vijayalakshmi calling out Pavithra Gowda’s “relationship” with her husband. She uploaded photos of Pavithra with her former husband, and questioned her “agenda” on an Instagram post. The public spat saw a barrage of fury and vitriol being directed towards Pavithra by Darshan fans in all her subsequent social media posts.

Renukaswamy, a resident of Lakshmi Venkateshwara layout in Chitradurga and working in a medical store, had allegedly commented on Pavithra Gowda’s social media account accusing her of creating a rift between his favourite film star and his wife. Renukaswamy allegedly used indecent comments, which miffed Pavithra, who sought the help of the accused to teach him a lesson.

Pavithra’s social media page describes her as a fashion desginer. She is said to be the Managing Director of a boutique in Bengaluru. She entered the film industry aspiring to become an actress, but neither luck nor opportunities favoured her. She acted in four movies, before moving on to becoming an entrepreneur.",thehindu
"CSK vs SRH highlights, IPL 2024 updates: Chennai Super Kings beats Sunrisers Hyderabad by 78 runs","
• None Pathirana for the first time today. Two singles in two balls. A double on the third ball. Asking rate is going up. SRH looking to take it deep. Klaasen and Markram both are important. OUT! Perfect yorker. Middle stump is uprooted and Markram is gone. SRH is five down. Abdul Samad at the crease. Eight runs and a wicket in that over.
• None A fortnight ago, Chennai Super Kings’s campaign was on the right course after beating Mumbai Indians convincingly with four wins out of six. However, defeats in its last two matches have meant the defending champion has been pushed into a corner where it can’t afford further missteps. It is in this situation Ruturaj Gaikwad’s men take on a destructive Sunrisers Hyderabad at the M.A. Chidambaram Stadium on Sunday. Though CSK has the best record at home, it will be the team facing the heat. Despite scoring 210 against Lucknow Super Giants in their previous game, the former failed to defend the target, as the medium pacers struggled in dewy conditions. Like CSK, SRH also lost its previous encounter—against Royal Challengers Bengaluru. Though the famed top-order had a rare off-day, the Men in Orange have enough firepower to pose a serious threat against a misfiring CSK bowling attack. After the loss to LSG, CSK coach Stephen Fleming said that the pitch at Chepauk had not played to his side’s strength of spin and wished for a surface that gripped and offered turn. So all eyes will be on the 22-yard strip and whether the home side can get a pitch similar to the one used in the game against Kolkata Knight Riders. A slow track could hold the key to stopping Sunrisers’ belligerent batting line-up, which has posted three totals over 250. The game against RCB showed a potential chink in the armour of the SRH batters when three of the four fell to the slower bowlers, and it is something the hosts will want to exploit.",thehindu
Chandrababu Naidu Oath Ceremony LIVE updates: Governor S. Abdul Nazeer administers oath to TDP national president as CM of Andhra Pradesh,"The Telugu Desam Party (TDP) National president N. Chandrababu Naidu was sworn in as Chief Minister of Andhra Pradesh for the second consecutive term. Governor S. Abdul Nazeer administered the oath of office to Mr. Naidu on June 12 at Kesarapalle close to Gannavaram near Vijayawada. This is the fourth time that Mr. Naidu will be serving as Chief Minister in his more than four decades of political career. He served as Chief Minister of combined Andhra Pradesh twice, and this is the second time in Residual Andhra Pradesh.

Prime Minister Narendra Modi, former Vice President M. Venkaiah Naidu, Union Home Minister Amit Shah, Medical and Health Minister and the BJP national president J.P. Nadda, Union Ministers G. Kishan Reddy and Bandi Sanjay, former Chief Justice of India N.V. Ramana, matinee idols Rajinikanth and Chiranjeevi, and a host of VVIPs attended the ceremony.

The Jana Sena Party (JSP) Chief Pawan Kalyan, and 24 other MLAs from the TDP, Bharatiya Janata Party (BJP), and the JSP also took oath as Cabinet ministers of Andhra Pradesh. The TDP, JSP and BJP - partners of the National Democratic Alliance (NDA), fought the Assembly elections 2024 against YSRCP. Except for 11 Assembly seats won by the ruling YSR Congress Party (YSRCP), the NDA bagged the remaining seats out of the total 1 75 Assembly constituencies in the State.",thehindu
Uttar Pradesh Congress wanted Priyanka Gandhi to contest polls from Varanasi: Ajay Rai,"Uttar Pradesh Congress president Ajay Rai on June 12 said the State unit wanted Priyanka Gandhi Vadra to contest the Lok Sabha polls from Varanasi against Prime Minister Narendra Modi but the party decided that she should campaign across the country.

This comes a day after Congress leader Rahul Gandhi said at a rally in Raebareli that had his sister contested the Lok Sabha polls from Varanasi, PM Modi would have lost by two or three lakh votes.

The Congress had fielded Mr. Rai from the Varanasi Parliamentary seat. PM Modi defeated Mr. Rai with a margin of 1,52,513 votes. ""We wanted Priyanka Gandhi to fight against Modi in Varanasi. But the party did not take a call on it because she had to move around the country during the polls,"" Mr. Rai told PTI Videos, in Lucknow.

Mr. Modi's victory margin this year was less than the 2019 and 2014 general elections when he won by 4,79,505 and 3,71,784 votes, respectively. Mr. Rai said the Congress along with its INDIA bloc allies will undertake a 'dhanyavad yatra' to thank the people for supporting the Opposition coalition. He also said that the INDIA bloc parties will fight the 2027 Uttar Pradesh Assembly elections together to oust the BJP.

Mr. Rai said the BJP legislators and workers were in a ""feel-good"" mood and thinking that PM Modi is a brand name that will easily win the polls in Varanasi. ""People and INDIA coalition partners made the saffron party sweat in Varanasi,"" he said.

The BJP, which romped to power in 2019 on the back of an unequivocal mandate from Uttar Pradesh, winning 62 of its 80 seats, was cut to size this time and had to be content with only 33.",thehindu
Prem Singh Tamang elected leader of SKM legislature party,"Prem Singh Tamang was elected the legislature party leader of the Sikkim Krantikari Morcha (SKM), paving the way for him to be sworn in as the Chief Minister.

All 31 newly-elected MLAs were present at the meeting of the legislature party, which was held at the CM's official residence on Sunday night.

At the meeting, SKM secretary general Arun Upreti proposed Mr. Tamang's name as the legislature party leader and it was seconded by Sangha MLA Sonam Lama. Subsequently, he was unanimously elected the leader of the legislature party, a statement said.

Party leaders congratulated Mr. Tamang upon his election, and pledged to work with dedication under his leadership, it said.

The SKM won 31 of the 32 seats in the Assembly elections, the counting for which was held on Sunday. The opposition SDF secured one seat.",thehindu
Lt. Gen. Upendra Dwivedi to be next Army chief,"The government on Tuesday announced the appointment of Vice-Chief of Army Staff Lt. Gen. Upendra Dwivedi as the next Army Chief. He will take over from Gen. Manoj Pande on June 30.

“The government has appointed Lt. General Upendra Dwivedi, presently serving as Vice Chief of the Army Staff, as the next Chief of the Army Staff with effect from the afternoon of June 30, 2024. The present Chief of the Army Staff, General Manoj C. Pande, demits office on June 30, 2024,” the Defence Ministry said in a late-evening statement.

Gen. Pande, who was to retire on May 31, had been given a one-month extension. The extension had created speculation in the military fraternity of a possible supersession and deviation from the seniority principle in the appointment of service chiefs.

Born on July 1, 1964, Lt. Gen. Dwivedi was commissioned into the Infantry (Jammu & Kashmir Rifles) of the Army on December 15, 1984. Like Navy Chief Adm Dinesh K. Tripathi, he is also an alumnus of the Sainik School, Rewa.

His Command roles include leading the 18 Jammu & Kashmir Rifles Regiment, 26 Sector Assam Rifles Brigade, serving as Inspector General of Assam Rifles (East), and commanding the 9 Corps.

In the rank of Lieutenant-General, he has held important positions, including that of Director General Infantry and General Officer Commanding-in-Chief, Northern Command, from 2022 to 2024, before taking over as Vice-Chief.",thehindu
"Agnipath, modernisation key issues as Rajnath Singh set for second tenure as Defence Minister","As Rajnath Singh takes charge as Defence Minister for a second consecutive term, top issues on the agenda are the Agnipath scheme, pending military modernisation, with focus on indigenisation in addition to situation on the borders, especially with China, where the stand-off in eastern Ladakh still continues. The Agnipath scheme, which was a major issue in the just-concluded elections, will need major changes to address operational contingencies of the armed forces as well as concerns from various allies and political parties.

“Safeguarding India’s border will remain our topmost priority and we shall continue protecting India’s integrity and sovereignty. Under the visionary leadership of PM Modi we shall rededicate ourselves to strengthen ‘Make in India’ and take defence manufacturing and exports to greater heights,” Mr. Singh said on social media ‘X’ on Monday evening after the portfolios were officially announced. A Member of Parliament from Lucknow, Uttar Pradesh, he took over as the Defence Minister for the first time on June 1, 2019.

On Tuesday, Sanjay Seth, a second-time MP from Ranchi, Jharkhand, took charge as Minister of State in the Defence Ministry. He was received and briefed about the Ministry by Defence Ministry Secretary Giridhar Aramane.

As reported by The Hindu earlier, as the Agnipath scheme recruitment of soldiers into the three Services completes two years, the Department of Military Affairs (DMA) in the Defence Ministry headed by the Chief of Defence Staff (CDS) has sought feedback from the forces on the scheme. There is concern in the Services on the increasing shortage in soldiers due to limited recruitment numbers and the very low conversion to permanent ranks.

Key NDA allies, the Janata Dal (United) and the Lok Janshakti Party (Ram Vilas), have already raised the issue of Agnipath and called for a detailed discussion on it soon after the election results, and they, as well as other political parties, are expected to take this up once the government is fully in place. “There is anger among voters with regard to the Agnipath scheme. Our party wants that this scheme is discussed threadbare in the government to remove its flaws,” JD(U) national spokesperson K. C. Tyagi said last week, adding that their party’s support to the NDA was “unconditional”.

On June 14, 2022 the government announced the Agnipath scheme for recruitment of soldiers into the armed forces for four years, doing away with the earlier process. The overall intake has been capped at 1.75 lakh till 2026 and Agniveers on completion of four years will get an opportunity to join regular cadre and up to 25% would be selected through another recruitment process.

Major military modernisation has been underway over the last decade but has seen significant delays for a variety of reasons. Several mega deals are lined up, including for a third aircraft carrier, conventional submarines, additional Light Combat Aircraft (LCA)-1A fighters, among others, in addition to speeding up a series of indigenous development programmes in the pipeline, including nuclear attack submarines, jet engines, early warning aircraft, unmanned aerial vehicles range of missiles and rockets among other emerging technologies. These are critical to maintain the force levels while also inducting newer technologies in the backdrop of rapid military modernisation in the region, by both China and Pakistan. In this regard, reorienting the ‘Make in India’ initiative to attain desired results and develop a capable domestic military industrial base is a must.

The reorganisation of the military into integrated theatre commands has been on the agenda for several years and this is the top priority for the CDS. After several years and multiple rounds of discussions, broad contours have been agreed upon between the CDS and three Service chiefs, informed sources said, and these would be presented to the government very soon to take the process forward, it has been learnt.",thehindu
"India vs USA Live Score, T20 World Cup 2024: India wins the toss, opts to bowl against United States; Lineups out","India wins the toss and opts to bowl against USA.

Rohit Sharma: Pitch has played better in the last two games. You gotta understand what you need to do, assess conditions quickly. Gotta constantly get better in two games and continuing doing the good things that we have. Pitch will challenge in different ways. We’re going with the same team.

Aaron Johnson: We wanted to bowl first, gives advantages to bowlers but so it happens. Monank Patel has a niggle, should be back next game. Should be a good game, looking to win, which will be good. Will play hard cricket. Everything good, good vibes in the camp. Monank is out, Shehan Jahangir replaces him, and Shadley is in for Nosthush.",thehindu
"Terrorist, CRPF jawan killed in J&K’s Kathua; 6 security personnel injured in Doda encounter","Five security personnel and an SPO were injured in an exchange of fire between terrorists and security forces in Jammu and Kashmir’s Doda district, following an attack on a joint checkpost, the police said.

The target of the militants apparently was the Indian Army’s Temporary Operating Base. “In Chattergala (Doda), an exchange of fire took place. The Army’s 4 RR and the J&K Police checkpoint came under attack by terrorists. The exchange of fire is on in the area,” ADGP Jain said.

In another terror attack, Central Reserve Police Force (CRPF) jawan Kabir Dass was injured in a firing by a terrorist holed up in Kathua district’s Saida Sukhal village around 3 a.m., officials said, adding the soldier was shifted to a hospital where he succumbed to injuries during treatment.

Kabir Dass, who sacrificed his life while fighting terrorists in Jammu and Kashmir’s Kathua region, had rejoined duty only eight days back after completing his leave, his family members in Madhya Pradesh said on Wednesday.

Dass’s mortal remains will be brought to his native village, Pulpul Doh, under Bichhua tehsil in Chhindwara district on Thursday for cremation, family sources told reporters.

“Kabir Dass got married four years ago. He resumed duty only eight days back,” a family member said.

Police and security forces then engaged in an operation to track down the terrorist who hid in the village. After 15 hours, he was killed. The police said with the assistance of the CRPF, they cordoned off the area and conducted house-to-house search.

One family, consisting of a man and his wife, has been evacuated to a hospital. The husband, Omkar Nath, suffered an arm injury and is reported to be in stable condition, while his wife remains unhurt.

The operation in Saida Sukhal began after two recently infiltrated terrorists appeared in the village late Tuesday evening.

According to a police statement, the terrorists asked for water from several houses, raising villagers’ suspicions. When villagers raised an alarm, the terrorists fired randomly, injuring one person.

The Station House Officer (SHO) of Hiranagar and the Sub-Divisional Police Officer (SDPO) engaged the terrorists, resulting in the death of one terrorist who tried to lob a grenade at the police party.

Sharing details about the Kathua operation, Additional Director General of Police, Jammu zone, Anand Jain, said, “Two terrorists who appeared to be freshly infiltrated (from across the border) surfaced in Saida Sukhal village around 8 pm and asked for water from a household. The people got frightened and as soon as information was received, a police team headed by sub-divisional police officer and Station House officer rushed to the village.” According to the ADGP, one terrorist was killed and the operation in the village near Koota Mode in the Hiranagar sector, over 60 km from here, was underway.

The officials said an AK assault rifle and a rucksack were recovered from the possession of the slain terrorist whose identity and group affiliation were being ascertained.

“One of the terrorists tried to hurl a grenade and was killed in the exchange of fire, while the second terrorist is reported to be hiding in the village,” the ADGP added.

These incidents come amid heightened security efforts following an attack on a bus carrying pilgrims from the Shiv Khori temple to Katra in Reasi on Sunday.

The attack, which occurred two days earlier, caused the bus to veer off the road and fall into a deep gorge, leaving nine dead and 41 injured.",thehindu
"Pema Khandu re-elected as Arunchal Pradesh Chief Minister, to take oath on June 13","BJP leader Pema Khandu was on June 12 re-elected as leader of the BJP Legislature Party in Arunachal Pradesh, paving the way for him to be sworn in as Chief Minister for another term.

A meeting of the newly-elected BJP MLAs was held in the presence of BJP’s central observers Ravi Shankar Prasad and Tarun Chugh and Mr. Khandu was unanimously elected as the leader of the legislative party.

Parliamentary Affairs Minister Kiren Rijiju, who is an MP from the State, was also present at the meeting.

Mr. Khandu will become Chief Minister for the third term in a row and take the oath of office along with his Cabinet on June 13. He became Chief Minister for the first time in 2016.

BJP won 46 seats in the 60-member Arunachal Pradesh Assembly in the elections held simultaneously with the Lok Sabha election.",thehindu
"U.N. says violence against children in conflict reached extreme levels in 2023, including in Gaza","Violence against children caught in multiplying and escalating conflicts reached “extreme levels” in 2023, with an unprecedented number of killings and injuries in crises, from Israel and the Palestinian territories to Sudan, Myanmar and Ukraine, according to a new U.N. report.

The annual report on Children in Armed Conflict, obtained on June 11 by The Associated Press, reported “a shocking 21% increase in grave violations” against children under the age of 18 in an array of conflicts, also citing Congo, Burkina Faso, Somalia and Syria.

For the first time, the U.N. report put Israeli forces on its blacklist of countries that violate children's rights for the killing and maiming of children and attacking schools and hospitals.

It listed Hamas and Palestinian militants for the first time as well for killing, injuring and abducting children.

Hamas' October 7 surprise attack in southern Israel and Israel's massive military retaliation in Gaza have led to a 155% increase in grave violations against children, especially from the use of explosive weapons in populated areas in Gaza, said the report by U.N. Secretary-General Antonio Guterres.

The United Nations kept the Russian armed forces and affiliated armed groups on its blacklist for a second year over their killing and maiming of children and attacking schools and hospitals in Ukraine.

The U.N. verified the killing of 80 Ukrainian children and maiming of 419 others by Russian forces and their affiliates last year, most from explosive weapons, the report said.

Violations Against Children Amid Escalating Conflicts in Sudan and Myanmar

Sudan, where a war between rival generals vying for power has been raging since 2023, witnessed “a staggering 480% increase in grave violations against children, the report said.

The Sudanese Armed Forces and the rival paramilitary Rapid Support Forces went on the blacklist for killing and injuring youngsters and attacking schools and hospitals — and the paramilitary also for recruiting and using children in military operations and for rape and sexual violence.

By the end of 2023, secretary-general Mr. Guterres said the U.N. had verified 1,721 grave violations against 1,526 children. “I am appalled by the dramatic increase in grave violations,” he said, especially the recruitment, killing and maiming of children as well as sexual violence and attacks on schools and hospitals.

The growing civil war in Myanmar also saw a 123% increase in grave violations against children and the Myanmar armed forces and related militias and seven armed groups are also on this year's blacklist.

The report said the U.N. verified 2,799 grave violations against 2,093 children – including 238 killings and 623 injuries attributed to the military and its allied militias.

Huge jump in violations against children in 2023

The United Nations verified 30,705 violations against children in 2023 and 2,285 committed earlier, affecting over 15,800 boys and more than 6,250 girls. Some were subjected to multiple violations, the report said.

While armed groups were responsible for almost 50 per cent of the grave violations, it said, “government forces were the main perpetrator of the killing and maiming of children, attacks on schools and hospitals, and the denial of humanitarian access.”

Mr. Guterres said the alarming increase in violations is due to “the changing nature, complexity, expansion and intensification of armed conflict, the use of explosive weapons in populated areas, deliberate or indiscriminate attacks against civilians” and infrastructure and other essential buildings, as well as the emergence of new armed groups, acute humanitarian emergencies, and “blatant disregard” for international law.

The U.N. chief said he is “appalled by the dramatic increase and unprecedented scale and intensity of grave violations against children in the Gaza Strip, Israel and the occupied West Bank, including East Jerusalem, despite my repeated calls for parties to implement measures to prevent grave violations.”

Mr. Guterres said he was shocked by Hamas and Islamic Jihad's killing, maiming and abduction of children on October 7, 2023, saying nothing can justify these “brutal acts of terror.” And he said he was appalled at reports of sexual violence during the attacks which must be investigated.

The magnitude of the Israeli military campaign against Hamas “and the scope of death and destruction in the Gaza Strip have been unprecedented,” he said, reiterating calls for Israel to abide by international law and ensure civilians are not targeted, and that excessive force is not used during law enforcement operations.

In 2023, the report said, 5,698 grave violations against children were attributed to Israeli forces, 116 to Hamas, 58 to unidentified perpetrators, 51 to Israeli settlers, 21 to Islamic Jihad, 13 to Palestinian individuals, and 1 to Palestinian Authority Security Forces. It said the process of verifying the attribution of 2,051 other violations is ongoing.

Just in the Gaza Strip, the report said the U.N. verified the killing of 2,267 Palestinian children. It said some 9,100 children were reported killed in the territory “and verification is ongoing.”

Overall in the Palestinian territories, it said, “some 19,887 Palestinian children were reported killed or maimed and “the reports are pending verification.”

On a positive note, the secretary-general reported progress in engaging with blacklisted governments and armed groups to protect children. He cited Afghanistan, Burkina Faso, Cameroon, Central African Republic, Colombia, Congo, Iraq, Mali, Mozambique, Nigeria, Philippines, Somalia, South Sudan, Syria, Ukraine and Yemen.

“More than 10,600 children formerly associated with armed forces or groups received protection or reintegration support during 2023,” Mr. Guterres said.

To get off the blacklist, government forces and armed groups must develop an “action plan” to address the violations with the office of the UN special representative for children in armed conflict, and then implement it.

Mr. Guterres welcomed an offer by the Israeli government on May 28 to engage with special representative Virginia Gamba to develop an action plan.

He also welcomed Russia's continued engagement with Mrs Gamba “to end and prevent grave violations against children,” and urged its armed forces to develop and sign an action plan.",thehindu
No bata to this badi in the heart of Hyderabad,"Telangana Education department’s school enrolment drive Prof. Jayashankar Badi Bata programme is a futile scheme for the Irram Manzil Government High School, Punjagutta.

Established in the 1960s, particularly to admit children of then Secretariat employees when Hyderabad replaced Kurnool as the State capital, the school boasts some prominent alumni: Legislators, bureaucrats, bankers, lawyers and business people.

The school, if seen on a map, had five routes till a year ago. Children would walk the Balapur Basthi road, Irram Manzil colony road, Multiplex Road, through Pukat Nagar and the road opposite supermarket to reach school. Both primary and high school on the same campus had a combined strength of about 600 pupils.

But almost for a year now, the school is left with just one route — circuitously, the entry and exit of the Nizam Institute of Medical Sciences (NIMS), along the outpatient block, main block, pharmacy, millennium block and the parking area, just like it is for all patients and visitors.

“It’s like telling students to take this route or just don’t come to school. Even getting to the hospital’s main entry and exit is big risk when crossing the roads, and then there is exposure to contagious diseases or hospital-like atmosphere to reach school every day,” says V. Sudhakar of the School alumni association, an active body to protect the school.

Association members firmly say: “We are not against NIMS expansion, but we are against the consistent attempts to erase this school. As agreed earlier, the authorities must build an alternative school accommodation and thereafter touch this.”

Passionate about the school, like the alumni association, are also parents who recently knocked on the doors of the Telangana High Court for immediate intervention.

According to officials who are busy preparing the school for the reopening on June 12, the enrolment this year is 140 for primary school students and about 220 for high school students. There are 10 teachers.

“The other day the contractor started excavating and cut down the old trees on the premises. But soon the alumni members and the locals halted it. Now there is no demolition till a new school is shown,” said the school official requesting anonymity.

While some parents cite “expansion works and long distance to the school” as reasons not to choose Irram Manzil Government High School, for others — the enrolled students, their parents and teachers — continue with the old proverb: ‘Where there is a will, there is a way’.",thehindu
Why India needs a third aircraft carrier,"Recent media reports indicate that the Indian Navy’s long-standing demand for a third aircraft carrier is finally shuffling closer to fruition, with Cochin Shipyard Limited (CSL) set to begin the construction of an add-on Vikrant-class 40,000-odd tonne platform.

Building the Indigenous Aircraft Carrier-2, or IAC-2, albeit with upgrades, modifications and greater local content compared with IAC-1 Vikrant, is also intended to prevent CSL’s carrier-building expertise, from lapsing into disuse. The navy remains palpably conscious of not re-experiencing the ‘lost decade’ between 1995 and 2005 when Mazagaon Dock Shipbuilder’s (MDL) submarine building expertise was allowed to deliberately dissipate.

This costly fumble led to MDL’s submarine construction facilities disintegrating, following the unresolved corruption scandal involving the Indian Navy’s purchase of four German HDW Type 209/1500 diesel-electric submarines (SSKs). These were thereafter resurrected in 2005 at a high cost, to licence-construct six French Scorpene SSKs, five of which have already been commissioned into Indian Navy service, while the sixth is due for induction by the year-end. Hence, the Navy’s keenness on averting such a bloomer with regard to CSL by insisting on a larger carrier of around 65,000 tonne, and settling instead for the ‘interim’ IAC-2.

The IAC-2 would supplement INS Vikramaditya, the 46,000 tonne refurbished Russian Kiev-class vessel and the 40,262 tonne short-take off barrier-arrested recovery (STOBAR) Vikrant, fulfiling the navy’s enduring requirement for one carrier each for its two seaboards, and another in reserve.

The debate over IAC-2 has been plagued by numerous reservations like its astronomical cost of around $5-6 billion and its operational efficacy in an environment of burgeoning anti-access/area denial (A2/AD) capability honed by China and Pakistan. The A2/AD is essentially a multi-layered defensive strategy to deter enemy carrier operations.

Furthermore, recent advances in cruise missile technology have made it easier and cheaper for countries like China and Pakistan to conduct A2/AD operations. So much so that even the U.S. Navy considered China’s evolved A2/AD strategy a serious threat to its fleet, and remained wary of challenging it.

OPINION: A warship programme that must go full steam ahead

Moreover, within the Indian Navy, opinion was split between operationally pursuing a ‘sea denial’ strategy, largely by deploying submarines, or alternately seeking a ‘sea control’ approach via costly and relatively more vulnerable carrier battle groups comprising multiple surface and underwater escorts. Some also questioned the monetary logic of building a new carrier at the cost of inducting additional ‘killer-hunters’ SSKs whose numbers in the Indian Navy had depleted to 16, of which 11 from Russia and Germany were either beyond, or nearing retirement. These SSKs were eight boats less than the 24 which the Navy was projected to operate by 2030 in accordance with its Maritime Capability Perspective Plan (MCPP). Correspondingly, equally critical surface combatants like corvettes, nine-sweepers, destroyers and frigates too were in short supply, as were naval utility helicopters, unmanned aerial vehicles, and other assorted missiles and ordnance.

Financial constraints have forced the Indian Navy to revise its goal of operating 200 assorted warships by 2027 in keeping with the MCPP. These fiscal shortages had also reduced the Navy’s demand for 12 mine counter-measures to eight and an additional 10 Boeing P-8I Neptune long range maritime multi-mission aircraft, to just six.

Meanwhile, the Indian Air Force (IAF) along with the Indian Army was forever competing for a greater share of depreciating annual defence budgets, as it grappled to make good its fighter, helicopter and transport aircraft shortages, alongside other essential equipment. IAF veterans reasoned that under the prevailing penurious conditions, an aircraft carrier would not only be a ‘costly indulgence’ but more pertinently, entail fielding a platform vulnerable to formidable A2/AD threats.

Other IAF officers believed that SEPECAT Jaguar IM/IS and multi-role Russian Sukhoi Su-30MKI fighters, fitted with enhanced maritime strike capability and extended strike ranges, could project power more economically and securely than a carrier.

The IAF’s maritime Jaguar IM fleet, for instance, is armed with AGM-84L Block II Harpoon missiles and is also being equipped with Israel Aerospace Industries-Elta EL/M-2052/2060 multi-mode active electronically scanned array radar for sea-borne operations.

And, in early 2020 the IAF had commissioned its first Su-30MKI squadron, armed with the BrahMos-A(Air) supersonic cruise missile at Thanjavur on India’s southeast coast to monitor its seacoasts and the wider Indian Ocean Region. Military planners said Su-30MKI would enhance the IAFs capability to engage potential maritime targets with pinpoint accuracy.

Other navalists favoured upgrading the military capabilities of the Andaman and Nicobar archipelago, by creating an A2/AD maritime ‘exclusive zone’ around it to deter, amongst others, the hegemonic Chinese navy. And while the archipelago was undoubtedly ‘immovable’ it was likely to be cheaper than an aircraft carrier, besides being unsinkable.

Rahul Bedi is senior journalist based in New Delhi covering military and security affairs for a clutch of overseas publications and domestic news portals",thehindu
"Elections 2024 May 9 highlights: Modi gave away several projects to Adani in 10 yrs, Rahul Gandhi says a day after PM’s comments","This live blog is now closed.

Congress leader Rahul Gandhi alleged that several infrastructure projects such as ports, airports and defence contracts were “given to Adani” during the past 10 years. The Wayanad MP made the allegation at a poll rally in Telangana.

Congress general secretary Priyanka Gandhi Vadra accused the ruling BJP of spreading false propaganda about the Congress manifesto and said Prime Minister Narendra Modi is ignoring the dignity of his post.

Addressing the ‘Nyaya Sankalp Sabha’ organised in Kalasaha of Rae Bareli parliamentary constituency in support of her brother and Congress candidate Rahul Gandhi, Priyanka Gandhi accused the BJP leaders of saying whatever comes to their mind so that the public’s attention gets diverted from the real issues.

The Congress also accused the Modi government of aiding “drain of wealth” from ordinary Indians to crony corporates, and said it will end this practice if it comes to power at the Centre.

Also Read | Sharad Pawar’s ‘regional parties merge with Congress’ remark meets with approval from Maharashtra Congress

Meanwhile in Haryana, in light of the three Independent MLAs withdrawing support to the Bharatiya Janata Party government in Haryana earlier this week, the Jannayak Janta Party (JJP) leader and former Deputy Chief Minister Dushyant Chautala wrote to the Governor saying that his party did not support the BJP government and was open to back any other political party in the State for government formation.

Taking strong exceptions to the remarks of former Punjab Chief Minister Charanjit Singh Channi on the recent terrorist attack in Poonch, Defence Minister Rajnath Singh accused the Congress of politicising armed forces. Addressing public rally in Bhawanipatna, district headquarter town of in Odisha’s Kalahandi district, Mr. Singh said, “Congress has always resorted to politics of negativity. Recently, a group of terrorists attacked our armed forces in Kashmir. Mr. Channi termed it as election stunt. Does it mean we orchestrated terrorist attack on our army?”",thehindu
